log_date,game_date,pitcher_name,team,opp_team,home_team,away_team,pred_k,has_line,book_line,book_side,best_book,best_odds,book_implied,model_prob_book_line,edge_book,pp_line,pp_side,model_prob_pp_line,edge_pp,game_pk,pitcher,actual_k,hit_book_side
2026-06-29,2026-06-28,Merrill Kelly,AZ,TB,TB,AZ,4.046907561824895,1,3.5,over,fanduel,-132.0,0.5689655172413793,0.5548528889875504,-0.0141,,,,,822959,518876,3,0
2026-06-29,2026-06-28,Zack Littell,WSH,BAL,BAL,WSH,3.629100920063786,1,3.5,over,draftkings,-103.0,0.5073891625615764,0.4893003673247045,-0.0181,,,,,824821,641793,3,0
2026-06-29,2026-06-28,Sam Aldegheri,LAA,ATH,LAA,ATH,4.006052456473999,1,3.5,over,bet365,-155.0,0.6078431372549019,0.5680036130333588,-0.0398,,,,,824011,691951,4,1
2026-06-29,2026-06-28,Kumar Rocker,TEX,TOR,TOR,TEX,3.687625833526465,1,3.5,over,draftkings,-135.0,0.574468085106383,0.527982432173158,-0.0465,,,,,822795,677958,5,1
2026-06-29,2026-06-28,Gavin Williams,CLE,SEA,CLE,SEA,6.68762632608916,1,6.5,over,fanduel,-134.0,0.5726495726495726,0.5182188060767544,-0.0544,,,,,824422,668909,6,0
2026-06-29,2026-06-28,Emerson Hancock,SEA,CLE,CLE,SEA,4.587379172221853,1,4.5,over,draftkings,-131.0,0.5670995670995671,0.505807062639237,-0.0613,,,,,824422,676106,6,1
2026-06-29,2026-06-28,Brady Singer,CIN,PIT,PIT,CIN,4.56394685271056,1,4.5,over,draftkings,-139.0,0.5815899581589958,0.5097623235610707,-0.0718,,,,,823362,663903,6,1
2026-06-29,2026-06-28,Kyle Bradish,BAL,WSH,BAL,WSH,5.380257441265616,1,5.5,over,fanduel,-132.0,0.5689655172413793,0.4889715435193782,-0.08,,,,,824821,680694,2,0
2026-06-29,2026-06-28,Michael King,SD,LAD,SD,LAD,4.426188388763316,1,4.5,over,draftkings,-137.0,0.5780590717299579,0.4954103241362757,-0.0826,,,,,823281,650633,5,1
2026-06-29,2026-06-28,Jesús Luzardo,PHI,NYM,NYM,PHI,6.413372113023396,1,6.5,over,bet365,-150.0,0.6,0.5048876837876157,-0.0951,,,,,823608,666200,6,0
2026-06-29,2026-06-28,Brandon Woodruff,MIL,CHC,MIL,CHC,5.134524037778543,1,5.5,over,betrivers,-134.0,0.5726495726495726,0.476455717049639,-0.0962,,,,,823769,605540,6,1
2026-06-29,2026-06-28,Cionel Pérez,NYM,PHI,NYM,PHI,1.3865615971415175,0,,,,,,,,,,,,823608,672335,2,-2
2026-06-30,2026-06-29,George Kirby,SEA,LAA,SEA,LAA,5.072835533367192,1,6.5,under,draftkings,-112.0,0.5283018867924528,0.6423382313045516,0.114,,,,,823121,669923,7,0
2026-06-30,2026-06-29,Parker Messick,CLE,TEX,CLE,TEX,5.22991444880669,1,6.5,under,betmgm,-125.0,0.5555555555555556,0.6423980068112203,0.0868,,,,,824420,800048,5,1
2026-06-30,2026-06-29,Ryan Johnson,LAA,SEA,SEA,LAA,3.4681986077614093,1,4.5,under,bet365,-135.0,0.574468085106383,0.6556595824268375,0.0812,,,,,823121,696270,3,1
2026-06-30,2026-06-29,Nick Lodolo,CIN,MIL,MIL,CIN,4.018897478546309,1,4.5,under,bet365,105.0,0.4878048780487805,0.5586120772802894,0.0708,,,,,823771,666157,4,1
2026-06-30,2026-06-29,Miles Mikolas,WSH,BOS,BOS,WSH,3.3582156713200364,1,2.5,over,draftkings,-112.0,0.5283018867924528,0.596121239873113,0.0678,,,,,824741,571945,3,1
2026-06-30,2026-06-29,Ryan Weathers,NYY,DET,NYY,DET,7.168611368224508,1,6.5,over,fanduel,110.0,0.4761904761904761,0.530365306702169,0.0542,,,,,823529,677960,3,0
2026-06-30,2026-06-29,Robert Gasser,MIL,CIN,MIL,CIN,5.0906522947874295,1,5.5,under,betrivers,102.0,0.495049504950495,0.545639253636103,0.0506,,,,,823771,688107,5,1
2026-06-30,2026-06-29,Braxton Ashcraft,PIT,PHI,PHI,PIT,5.347220018109851,1,6.5,under,draftkings,-140.0,0.5833333333333334,0.6337786097905066,0.0504,,,,,823444,677952,8,0
2026-06-30,2026-06-29,Sean Sullivan,COL,MIA,COL,MIA,3.2136328387824733,1,3.5,under,novig,-108.0,0.5192307692307693,0.567506257902755,0.0483,,,,,824339,807743,5,0
2026-06-30,2026-06-29,Ranger Suarez,BOS,WSH,BOS,WSH,5.02136223409936,1,5.5,under,draftkings,-110.0,0.5238095238095238,0.5667143694763874,0.0429,,,,,824741,624133,8,0
2026-06-30,2026-06-29,Aaron Nola,PHI,PIT,PHI,PIT,6.449063263692885,1,5.5,over,fanduel,-115.0,0.5348837209302325,0.577091667902766,0.0422,,,,,823444,605400,5,0
2026-06-30,2026-06-29,Sean Burke,CWS,BAL,BAL,CWS,6.160183498136423,1,5.5,over,bet365,100.0,0.5,0.5412174272296514,0.0412,,,,,824822,680732,8,1
2026-06-30,2026-06-29,Casey Mize,DET,NYY,NYY,DET,4.982385313311936,1,5.5,under,pinnacle,-113.0,0.5305164319248826,0.5711106331688574,0.0406,,,,,823529,663554,10,0
2026-06-30,2026-06-29,Shane Baz,BAL,CWS,BAL,CWS,5.911614722523242,1,5.5,over,fanduel,110.0,0.4761904761904761,0.5061761135150558,0.03,,,,,824822,669358,6,1
2026-06-30,2026-06-29,Sandy Alcantara,MIA,COL,COL,MIA,4.2385423079731845,1,4.5,under,draftkings,-107.0,0.5169082125603864,0.5436676566599054,0.0268,,,,,824339,645261,3,1
2026-06-30,2026-06-29,Eduardo Rodriguez,AZ,SF,AZ,SF,5.293582026893726,1,4.5,over,fanduel,-130.0,0.5652173913043478,0.5828507673536674,0.0176,,,,,825065,593958,1,0
2026-06-30,2026-06-29,Shota Imanaga,CHC,SD,CHC,SD,5.334344262947071,1,4.5,over,bet365,-140.0,0.5833333333333334,0.587362631734092,0.004,,,,,824662,684007,4,0
2026-06-30,2026-06-29,Griffin Canning,SD,CHC,CHC,SD,4.237780895684822,1,3.5,over,pinnacle,-148.0,0.5967741935483871,0.584113444193557,-0.0127,,,,,824662,656288,3,0
2026-06-30,2026-06-29,Eric Lauer,LAD,ATH,ATH,LAD,4.1096903636286735,1,3.5,over,novig,-150.0,0.6,0.577215041046458,-0.0228,,,,,824986,641778,2,0
2026-06-30,2026-06-29,Trey Yesavage,TOR,NYM,TOR,NYM,5.64312479100971,1,5.5,over,draftkings,-119.0,0.54337899543379,0.5116687684832704,-0.0317,,,,,822792,702056,3,0
2026-06-30,2026-06-29,Sean Manaea,NYM,TOR,TOR,NYM,4.207097305674597,1,4.5,under,betrivers,-159.0,0.6138996138996139,0.579261843330742,-0.0346,,,,,822792,640455,4,1
2026-06-30,2026-06-29,Gage Jump,ATH,LAD,ATH,LAD,5.0590488766452975,1,4.5,over,draftkings,-159.0,0.6138996138996139,0.5779519050825973,-0.0359,,,,,824986,695611,5,1
2026-06-30,2026-06-29,Tyler Mahle,SF,AZ,AZ,SF,3.5739935245438885,1,3.5,over,novig,-150.0,0.6,0.523068223413948,-0.0769,,,,,825065,641816,3,0
2026-06-30,2026-06-29,Peter Lambert,HOU,MIN,HOU,MIN,4.268246335415154,1,4.5,over,draftkings,-138.0,0.5798319327731093,0.4840343661266604,-0.0958,,,,,824176,663567,4,0
2026-06-30,2026-06-29,Zebby Matthews,MIN,HOU,HOU,MIN,4.486824594465941,1,4.5,over,draftkings,-158.0,0.6124031007751938,0.513250310672806,-0.0992,,,,,824176,805673,7,1
2026-06-30,2026-06-29,Tyler Alexander,TEX,CLE,CLE,TEX,1.390445829614909,0,,,,,,,,,,,,824420,641302,2,-2
2026-07-01,2026-06-30,JP Sears,SD,CHC,CHC,SD,2.1871414051924174,1,3.5,under,draftkings,131.0,0.4329004329004329,0.6428779422612326,0.21,,,,,824661,676664,4,0
2026-07-01,2026-06-30,Bryan Woo,SEA,LAA,SEA,LAA,5.036372225387596,1,7.5,under,pinnacle,-126.0,0.5575221238938053,0.724551600353059,0.167,,,,,823122,693433,5,1
2026-07-01,2026-06-30,Trey Gibson,BAL,CWS,BAL,CWS,5.854606106907387,1,4.5,over,novig,125.0,0.4444444444444444,0.5927217453122599,0.1483,,,,,824819,694346,5,1
2026-07-01,2026-06-30,Joe Ryan,MIN,HOU,HOU,MIN,5.470002391550867,1,6.5,under,draftkings,119.0,0.45662100456621,0.579390013008892,0.1228,,,,,824175,657746,5,1
2026-07-01,2026-06-30,Eury Pérez,MIA,COL,COL,MIA,5.775909013997401,1,5.5,over,novig,150.0,0.4,0.4747278527913134,0.0747,,,,,824338,691587,8,1
2026-07-01,2026-06-30,Erick Fedde,CWS,BAL,BAL,CWS,4.041663039789293,1,3.5,over,pinnacle,124.0,0.4464285714285714,0.5193661838469356,0.0729,,,,,824819,607200,3,0
2026-07-01,2026-06-30,Tarik Skubal,DET,NYY,NYY,DET,6.444311461775204,1,7.5,under,novig,-115.0,0.5348837209302325,0.6047847628432087,0.0699,,,,,823528,669373,9,0
2026-07-01,2026-06-30,Matthew Liberatore,STL,ATL,ATL,STL,4.9548788764559495,1,4.5,over,fanduel,132.0,0.4310344827586206,0.4966127697908595,0.0656,,,,,824907,669461,9,1
2026-07-01,2026-06-30,Matthew Boyd,CHC,SD,CHC,SD,5.798098048001866,1,5.5,over,fanduel,128.0,0.4385964912280701,0.4841546290161127,0.0456,,,,,824661,571510,2,0
2026-07-01,2026-06-30,Connelly Early,BOS,WSH,BOS,WSH,5.329098618547879,1,5.5,under,draftkings,103.0,0.4926108374384236,0.5299838600823488,0.0374,,,,,824742,813349,5,1
2026-07-01,2026-06-30,Nolan McLean,NYM,TOR,TOR,NYM,5.289860331094313,1,5.5,under,fanduel,-108.0,0.5192307692307693,0.5450591825007409,0.0258,,,,,822793,690997,7,0
2026-07-01,2026-06-30,José Soriano,LAA,SEA,SEA,LAA,6.008513333140635,1,5.5,over,draftkings,-105.0,0.5121951219512195,0.5333525205223848,0.0212,,,,,823122,667755,9,1
2026-07-01,2026-06-30,Brandon Sproat,MIL,CIN,MIL,CIN,5.857576043427299,1,5.5,over,novig,104.0,0.4901960784313725,0.510304522538379,0.0201,,,,,823768,687075,7,1
2026-07-01,2026-06-30,Cam Schlittler,NYY,DET,NYY,DET,7.185775364615672,1,7.5,under,draftkings,-125.0,0.5555555555555556,0.5563586042176132,0.0008,,,,,823528,693645,5,1
2026-07-01,2026-06-30,Tanner Bibee,CLE,TEX,CLE,TEX,4.84598859492684,1,5.5,under,fanduel,-154.0,0.6062992125984252,0.6068518723859369,0.0006,,,,,824418,676440,2,1
2026-07-01,2026-06-30,Mike Burrows,HOU,MIN,HOU,MIN,4.835888494144679,1,4.5,over,novig,-115.0,0.5348837209302325,0.5276364671064074,-0.0072,,,,,824175,681347,3,0
2026-07-01,2026-06-30,Tanner Gordon,COL,MIA,COL,MIA,3.19208785961361,1,3.5,under,novig,-147.0,0.5951417004048583,0.5862074338385483,-0.0089,,,,,824338,685299,4,0
2026-07-01,2026-06-30,Bubba Chandler,PIT,PHI,PHI,PIT,4.770593933294574,1,4.5,over,betrivers,-110.0,0.5238095238095238,0.5141130591729153,-0.0097,,,,,823445,696149,6,1
2026-07-01,2026-06-30,Rhett Lowder,CIN,MIL,MIL,CIN,4.176511115383565,1,4.5,under,draftkings,-144.0,0.5901639344262295,0.5759134974466973,-0.0143,,,,,823768,695076,8,0
2026-07-01,2026-06-30,Martín Pérez,ATL,STL,ATL,STL,3.962591940178632,1,3.5,over,fanduel,-132.0,0.5689655172413793,0.5500485695886645,-0.0189,,,,,824907,527048,1,0
2026-07-01,2026-06-30,Cristopher Sánchez,PHI,PIT,PHI,PIT,7.779434245689676,1,7.5,over,betmgm,-120.0,0.5454545454545454,0.5220714629798892,-0.0234,,,,,823445,650911,9,1
2026-07-01,2026-06-30,Brandon Pfaadt,AZ,SF,AZ,SF,3.2079580120325515,1,3.5,under,betmgm,-155.0,0.6078431372549019,0.5842699901729024,-0.0236,,,,,825066,694297,2,1
2026-07-01,2026-06-30,Jeffrey Springs,ATH,LAD,ATH,LAD,4.155460204420824,1,4.5,under,novig,-156.0,0.609375,0.5847883843515325,-0.0246,,,,,824984,605488,2,1
2026-07-01,2026-06-30,Noah Cameron,KC,TB,KC,TB,4.5137505043076445,1,4.5,under,betmgm,-140.0,0.5833333333333334,0.5461448784774039,-0.0372,,,,,824096,702070,0,1
2026-07-01,2026-06-30,Jacob deGrom,TEX,CLE,CLE,TEX,6.756863649713506,1,6.5,over,pinnacle,-128.0,0.5614035087719298,0.522122986688607,-0.0393,,,,,824418,594798,9,1
2026-07-01,2026-06-30,Kevin Gausman,TOR,NYM,TOR,NYM,5.446726651599499,1,5.5,over,draftkings,-114.0,0.5327102803738317,0.483126714803841,-0.0496,,,,,822793,592332,7,1
2026-07-01,2026-06-30,Landen Roupp,SF,AZ,AZ,SF,4.480169976937677,1,4.5,over,pinnacle,-122.0,0.5495495495495496,0.4948065319842791,-0.0547,,,,,825066,694738,4,0
2026-07-01,2026-06-30,Cade Cavalli,WSH,BOS,BOS,WSH,4.525360560356114,1,4.5,over,pinnacle,-124.0,0.5535714285714286,0.4969186311031417,-0.0567,,,,,824742,676917,13,1
2026-07-01,2026-06-30,Griffin Jax,TB,KC,KC,TB,4.269578808018796,1,4.5,over,bet365,-130.0,0.5652173913043478,0.4787268542811866,-0.0865,,,,,824096,643377,5,1
2026-07-01,2026-06-30,Justin Wrobleski,LAD,ATH,ATH,LAD,4.249404558881666,1,4.5,over,betmgm,-130.0,0.5652173913043478,0.4779695216871388,-0.0872,,,,,824984,680736,11,1
2026-07-02,2026-07-01,Tatsuya Imai,HOU,MIN,HOU,MIN,4.675315108703535,1,5.5,under,novig,120.0,0.4545454545454545,0.5704554297609312,0.1159,,,,,824174,837227,2,1
2026-07-02,2026-07-01,Michael McGreevy,STL,ATL,ATL,STL,4.108057648269365,1,3.5,over,novig,133.0,0.4291845493562232,0.5191265857642223,0.0899,,,,,824905,700241,3,0
2026-07-02,2026-07-01,J.T. Ginn,ATH,LAD,ATH,LAD,5.069798007969053,1,4.5,over,pinnacle,132.0,0.4310344827586206,0.5156046558822599,0.0846,,,,,824985,669372,4,0
2026-07-02,2026-07-01,Freddy Peralta,NYM,TOR,TOR,NYM,4.068800166738335,1,4.5,under,draftkings,112.0,0.4716981132075472,0.5427065273743672,0.071,,,,,822791,642547,4,1
2026-07-02,2026-07-01,Reynaldo López,ATL,STL,ATL,STL,3.935532727748772,1,3.5,over,betmgm,130.0,0.4347826086956521,0.5050278236027459,0.0702,,,,,824905,625643,6,1
2026-07-02,2026-07-01,Payton Tolle,BOS,WSH,BOS,WSH,4.852577869653341,1,5.5,under,draftkings,-103.0,0.5073891625615764,0.5730451126149151,0.0657,,,,,824740,801139,5,1
2026-07-02,2026-07-01,Shane Drohan,MIL,CIN,MIL,CIN,6.241927903691277,1,5.5,over,betrivers,108.0,0.4807692307692308,0.5400403663193548,0.0593,,,,,823767,675660,7,1
2026-07-02,2026-07-01,Trevor McDonald,SF,AZ,AZ,SF,3.9779567431351808,1,3.5,over,novig,115.0,0.4651162790697674,0.5210111848561474,0.0559,,,,,825064,686790,5,1
2026-07-02,2026-07-01,Andrew Abbott,CIN,MIL,MIL,CIN,4.913980269880839,1,4.5,over,betrivers,114.0,0.4672897196261682,0.5106192844971121,0.0433,,,,,823767,671096,3,0
2026-07-02,2026-07-01,Dean Kremer,BAL,CWS,BAL,CWS,5.782208770677171,1,5.5,over,fanduel,120.0,0.4545454545454545,0.4933827169513131,0.0388,,,,,824818,665152,4,0
2026-07-02,2026-07-01,MacKenzie Gore,TEX,CLE,CLE,TEX,5.863119468901385,1,6.5,under,draftkings,-117.0,0.5391705069124424,0.5767325701408765,0.0376,,,,,824419,669022,7,0
2026-07-02,2026-07-01,Noah Schultz,CWS,BAL,BAL,CWS,4.700687617470957,1,3.5,over,betrivers,-157.0,0.6108949416342413,0.6318772551274973,0.021,,,,,824818,702273,7,1
2026-07-02,2026-07-01,Max Meyer,MIA,COL,COL,MIA,6.2522407663446256,1,5.5,over,novig,-120.0,0.5454545454545454,0.5657961110964308,0.0203,,,,,824337,676974,5,0
2026-07-02,2026-07-01,Joey Cantillo,CLE,TEX,CLE,TEX,5.163588320405782,1,5.5,under,draftkings,-113.0,0.5305164319248826,0.550026404098089,0.0195,,,,,824419,676282,4,1
2026-07-02,2026-07-01,Shane McClanahan,TB,KC,KC,TB,4.369904309857937,1,4.5,under,betmgm,-125.0,0.5555555555555556,0.54956433479484,-0.006,,,,,824094,663556,4,1
2026-07-02,2026-07-01,Zack Wheeler,PHI,PIT,PHI,PIT,7.090610064431483,1,7.5,under,novig,-133.0,0.5708154506437768,0.5643588280503037,-0.0065,,,,,823446,554430,10,0
2026-07-02,2026-07-01,Colin Rea,CHC,SD,CHC,SD,4.185975186578461,1,3.5,over,betrivers,-143.0,0.588477366255144,0.5807167515268188,-0.0078,,,,,824660,607067,5,1
2026-07-02,2026-07-01,Troy Melton,DET,NYY,NYY,DET,4.635017360718539,1,4.5,over,bet365,-110.0,0.5238095238095238,0.5046099242964003,-0.0192,,,,,823530,675512,7,1
2026-07-02,2026-07-01,Kyle Freeland,COL,MIA,COL,MIA,3.75726083753854,1,3.5,over,novig,-125.0,0.5555555555555556,0.5276957904974953,-0.0279,,,,,824337,607536,7,1
2026-07-02,2026-07-01,Zac Gallen,AZ,SF,AZ,SF,3.552535774649679,1,3.5,over,fanduel,-110.0,0.5238095238095238,0.4906246547910335,-0.0332,,,,,825064,668678,4,1
2026-07-02,2026-07-01,Walker Buehler,SD,CHC,CHC,SD,4.231782136625169,1,4.5,under,draftkings,-157.0,0.6108949416342413,0.5754879480149581,-0.0354,,,,,824660,621111,6,0
2026-07-02,2026-07-01,Seth Lugo,KC,TB,KC,TB,3.6190769989551215,1,3.5,over,pinnacle,-122.0,0.5495495495495496,0.5105142174536882,-0.039,,,,,824094,607625,7,1
2026-07-02,2026-07-01,Will Warren,NYY,DET,NYY,DET,5.591051731613385,1,5.5,over,betrivers,-125.0,0.5555555555555556,0.5028295601484505,-0.0527,,,,,823530,701542,7,1
2026-07-02,2026-07-01,Taj Bradley,MIN,HOU,HOU,MIN,5.515751342959686,1,5.5,over,novig,-125.0,0.5555555555555556,0.5008920187052084,-0.0547,,,,,824174,671737,11,1
2026-07-02,2026-07-01,Paul Skenes,PIT,PHI,PHI,PIT,6.758290386123435,1,6.5,over,fanduel,-152.0,0.6031746031746031,0.5329960848527001,-0.0702,,,,,823446,694973,5,0
2026-07-02,2026-07-01,Brad Lord,WSH,BOS,BOS,WSH,1.6724126038136222,0,,,,,,,,,,,,824740,695418,1,-2
2026-07-02,2026-07-01,Braydon Fisher,TOR,NYM,TOR,NYM,1.9335851032341969,0,,,,,,,,,,,,822791,680755,1,-2
2026-07-03,2026-07-02,Alan Rangel,PHI,PIT,PHI,PIT,1.5890597313730552,1,4.5,under,betmgm,-130.0,0.5652173913043478,0.8310153232579988,0.2658,,,,,823442,660604,4,1
2026-07-03,2026-07-02,Bryce Miller,SEA,LAA,SEA,LAA,5.261077880130728,1,6.5,under,novig,125.0,0.4444444444444444,0.5948893155006121,0.1504,7.0,under,0.7189101767555136,0.1755,823119,682243,8,0
2026-07-03,2026-07-02,Nathan Eovaldi,TEX,DET,TEX,DET,5.209509654402745,1,6.5,under,novig,106.0,0.4854368932038835,0.6171686099114724,0.1317,6.5,under,0.6171686099114724,0.0738,822884,543135,9,0
2026-07-03,2026-07-02,Framber Valdez,DET,TEX,TEX,DET,3.9101684906773313,1,5.5,under,draftkings,-137.0,0.5780590717299579,0.6865464993868404,0.1085,5.0,under,0.6865464993868404,0.1432,822884,664285,1,1
2026-07-03,2026-07-02,Hurston Waldrep,ATL,STL,ATL,STL,4.521589384337798,1,3.5,over,betrivers,-105.0,0.5121951219512195,0.5961604866775485,0.084,3.5,over,0.5961604866775485,0.0528,824906,694462,4,1
2026-07-03,2026-07-02,Ian Seymour,TB,KC,KC,TB,3.550530717026877,1,4.5,under,novig,-130.0,0.5652173913043478,0.6383805880511135,0.0732,4.0,under,0.6383805880511135,0.095,824093,693855,8,0
2026-07-03,2026-07-02,Slade Cecconi,CLE,CWS,CLE,CWS,3.712586753844648,1,4.5,under,novig,-135.0,0.574468085106383,0.623551114310259,0.0491,4.0,under,0.623551114310259,0.0802,824416,677944,3,1
2026-07-03,2026-07-02,Jacob Misiorowski,MIL,CIN,MIL,CIN,8.987811545409592,1,9.5,under,pinnacle,-118.0,0.5412844036697247,0.5624845584315198,0.0212,9.5,under,0.5624845584315198,0.0191,823765,694819,10,0
2026-07-03,2026-07-02,Michael Lorenzen,COL,MIA,COL,MIA,3.855197595443688,1,3.5,over,novig,-100.0,0.5,0.5209719943412692,0.021,3.5,over,0.5209719943412692,-0.0224,824335,547179,1,0
2026-07-03,2026-07-02,Roki Sasaki,LAD,SD,LAD,SD,5.276350310170145,1,4.5,over,novig,-147.0,0.5951417004048583,0.5886414085302057,-0.0065,5.0,over,0.43151261719732,-0.1119,823935,808963,3,0
2026-07-03,2026-07-02,Dustin May,STL,ATL,ATL,STL,4.608363699475152,1,4.5,over,pinnacle,101.0,0.4975124378109453,0.4890655805914403,-0.0084,4.5,over,0.4890655805914403,-0.0543,824906,669160,1,0
2026-07-03,2026-07-02,Stephen Kolek,KC,TB,KC,TB,3.1398260786327854,1,3.5,under,draftkings,-159.0,0.6138996138996139,0.5955789326592023,-0.0183,3.0,over,0.4044210673407977,-0.139,824093,663568,0,1
2026-07-03,2026-07-02,Chase Burns,CIN,MIL,MIL,CIN,7.582660542282212,1,7.5,under,betmgm,-125.0,0.5555555555555556,0.5247212150866004,-0.0308,7.0,over,0.4752787849133996,-0.0681,823765,695505,4,1
2026-07-03,2026-07-02,Walbert Ureña,LAA,SEA,SEA,LAA,4.578943850693633,1,4.5,over,betrivers,-124.0,0.5535714285714286,0.514132273204189,-0.0394,5.0,under,0.642819374947913,0.0994,823119,700712,6,1
2026-07-03,2026-07-02,Davis Martin,CWS,CLE,CLE,CWS,4.519210884857724,1,4.5,over,novig,-122.0,0.5495495495495496,0.4991686127369563,-0.0504,4.5,over,0.4991686127369563,-0.0442,824416,663436,0,0
2026-07-03,2026-07-02,Ryan Gusto,MIA,COL,COL,MIA,3.4777272999053084,1,3.5,over,pinnacle,-116.0,0.5370370370370371,0.484350050779931,-0.0527,3.5,over,0.484350050779931,-0.059,824335,687473,2,0
2026-07-03,2026-07-02,Randy Vásquez,SD,LAD,LAD,SD,3.6274527961665535,1,3.5,under,draftkings,-158.0,0.6124031007751938,0.5370590263020871,-0.0753,3.0,over,0.4629409736979129,-0.0804,823935,681190,0,1
2026-07-03,2026-07-02,Jared Jones,PIT,PHI,PHI,PIT,4.159902836063784,1,4.5,over,novig,-141.0,0.5850622406639004,0.4734213030621198,-0.1116,,,,,823442,683003,6,1
2026-07-04,2026-07-03,Reid Detmers,LAA,BOS,LAA,BOS,4.852056138298174,1,6.5,under,novig,130.0,0.4347826086956521,0.6305677709748951,0.1958,7.0,under,0.7560329379064419,0.2127,824013,672282,5,1
2026-07-04,2026-07-03,Jake Bennett,BOS,LAA,LAA,BOS,3.934593313877289,1,4.5,under,fanduel,128.0,0.4385964912280701,0.5450846267327587,0.1065,5.0,under,0.693788066835833,0.1504,824013,687562,6,0
2026-07-04,2026-07-03,Gavin Williams,CLE,CWS,CLE,CWS,7.341625156726585,1,6.5,over,fanduel,124.0,0.4464285714285714,0.5358405507212856,0.0894,6.0,over,0.4198061950497319,-0.1236,824417,668909,6,0
2026-07-04,2026-07-03,Shohei Ohtani,LAD,SD,LAD,SD,5.85998539923053,1,6.5,under,draftkings,116.0,0.4629629629629629,0.5503324117606632,0.0874,7.0,under,0.6633626058407966,0.12,823933,660271,9,0
2026-07-04,2026-07-03,Gerrit Cole,NYY,MIN,NYY,MIN,4.509493404949644,1,5.5,under,bet365,-115.0,0.5348837209302325,0.6184131771665862,0.0835,5.5,under,0.6482191485272267,0.1048,823527,543037,7,0
2026-07-04,2026-07-03,Foster Griffin,WSH,PIT,WSH,PIT,5.494390167484442,1,6.5,under,novig,-120.0,0.5454545454545454,0.6175225492382318,0.0721,6.0,under,0.7169661307046836,0.1736,822714,656492,2,1
2026-07-04,2026-07-03,Michael King,SD,LAD,LAD,SD,4.222327330356325,1,4.5,under,draftkings,109.0,0.4784688995215311,0.5353275773015976,0.0569,4.5,under,0.5980457589269796,0.0547,823933,650633,5,0
2026-07-04,2026-07-03,Grant Holmes,ATL,NYM,ATL,NYM,5.547274063682547,1,4.5,over,fanduel,-115.0,0.5348837209302325,0.5899070068638171,0.055,4.5,over,0.5613304018734606,0.018,824904,656550,2,0
2026-07-04,2026-07-03,Trevor Rogers,BAL,CIN,CIN,BAL,4.67458595153972,1,5.5,under,draftkings,-127.0,0.5594713656387665,0.6077623219741864,0.0483,,,,,824498,669432,4,1
2026-07-04,2026-07-03,Dylan Cease,TOR,SEA,SEA,TOR,7.430877017581525,1,8.5,under,betrivers,-143.0,0.588477366255144,0.6138962044063752,0.0254,8.0,under,0.6013492830919568,0.058,823120,656302,9,0
2026-07-04,2026-07-03,Andre Pallante,STL,CHC,CHC,STL,4.266876376533059,1,3.5,over,draftkings,-129.0,0.5633187772925764,0.5810128872910209,0.0177,4.0,over,0.4687816852988818,-0.0746,824659,669467,2,0
2026-07-04,2026-07-03,Mitch Keller,PIT,WSH,WSH,PIT,4.250325114237784,1,3.5,over,bet365,-140.0,0.5833333333333334,0.5898362445194582,0.0065,4.0,over,0.4130256430212426,-0.1304,822714,656605,1,0
2026-07-04,2026-07-03,Tyler Phillips,MIA,ATH,ATH,MIA,4.213408098857,1,4.5,under,bet365,-135.0,0.574468085106383,0.5739026525610635,-0.0006,4.0,under,0.6440153105626973,0.1006,824982,663969,2,1
2026-07-04,2026-07-03,Mike Paredes,MIN,NYY,NYY,MIN,3.280528126437104,1,3.5,under,fanduel,-140.0,0.5833333333333334,0.5708030133903794,-0.0125,3.5,under,0.6122347681321905,0.0689,823527,702474,2,1
2026-07-04,2026-07-03,Christian Scott,NYM,ATL,ATL,NYM,4.845788479423522,1,4.5,over,fanduel,-118.0,0.5412844036697247,0.5244552530723786,-0.0168,4.5,over,0.4809640270272001,-0.0624,824904,681035,7,1
2026-07-04,2026-07-03,Ryan Feltner,COL,SF,COL,SF,3.268528884895393,1,3.5,under,draftkings,-149.0,0.5983935742971888,0.574098183085584,-0.0243,3.0,over,0.4105568193245098,-0.1328,824336,663372,9,0
2026-07-04,2026-07-03,Anthony Kay,CWS,CLE,CLE,CWS,5.006942476706247,1,4.5,over,fanduel,-136.0,0.576271186440678,0.550766650864643,-0.0255,5.0,under,0.6695156857277567,0.1261,824417,641743,2,0
2026-07-04,2026-07-03,Kyle Harrison,MIL,AZ,AZ,MIL,5.146993557208536,1,5.5,under,betrivers,-157.0,0.6108949416342413,0.5852102878002696,-0.0257,5.0,over,0.426161183666093,-0.1172,825062,690986,3,1
2026-07-04,2026-07-03,Jack Perkins,ATH,MIA,ATH,MIA,5.269594567129758,1,5.5,under,bet365,-150.0,0.6,0.5688543091891245,-0.0311,5.0,over,0.4051751642771192,-0.1382,824982,678022,8,0
2026-07-04,2026-07-03,Brady Singer,CIN,BAL,CIN,BAL,5.296045063811781,1,5.5,under,draftkings,-145.0,0.5918367346938775,0.559854896840175,-0.032,5.0,under,0.6349712806181347,0.0916,824498,663903,6,0
2026-07-04,2026-07-03,Luis Castillo,SEA,TOR,SEA,TOR,4.868980989217775,1,4.5,over,betmgm,-135.0,0.574468085106383,0.5405940612439388,-0.0339,5.0,under,0.6065057614061977,0.0631,823120,622491,4,0
